frame,time_s,track_id,height_px,dh_dt,ttc,r_squared,history_length,alert,score,iou
570,22.76,1,168.271240234375,-17.236900329589883,0.0,0.7173219143319493,5,False,0.7389698028564453,0.9567622542381287
571,22.8,1,168.03726196289062,-8.846969604492415,0.0,0.52682675970165,5,False,0.7393586039543152,0.9776106476783752
572,22.84,1,167.74612426757812,-10.16941070556667,0.0,0.6238551900132532,5,False,0.7275277972221375,0.9681401252746582
573,22.88,1,159.9226531982422,-41.781539916992315,0.0,0.5313844044653486,5,False,0.7230645418167114,0.9441683292388916
574,22.92,1,158.9009246826172,-67.13809967041013,0.0,0.8054100231737401,5,False,0.7317089438438416,0.9808610081672668
575,22.96,1,159.51324462890625,-64.7330856323246,0.0,0.7780224077927982,5,False,0.7324286699295044,0.9756799340248108
576,23.0,1,158.66421508789062,-46.43306732177774,0.0,0.5873686814107393,5,False,0.7445495128631592,0.9667646288871765
577,23.04,1,159.03147888183594,-5.047645568847607,0.0,0.3976975813263014,5,False,0.7556909322738647,0.9849755167961121
578,23.08,1,158.6605987548828,-2.4060440063477295,0.0,0.1884018436288778,5,False,0.7585107088088989,0.9707069993019104
579,23.12,1,157.64453125,-9.352607727050545,0.0,0.7412612335986356,5,False,0.7631160020828247,0.9726667404174805
580,23.16,1,159.11155700683594,-1.2306594848634056,0.0,0.017738937271149502,5,False,0.755249559879303,0.9776609539985657
581,23.2,1,157.4041290283203,-7.009353637695537,0.0,0.3105727199338565,5,False,0.7635012269020081,0.9826335906982422
582,23.24,1,157.6529541015625,-5.639228820801158,0.0,0.2282785461499015,5,False,0.7647177577018738,0.9754263758659363
583,23.28,1,157.498291015625,-4.377708435058633,0.0,0.1537516742424312,5,False,0.7547757625579834,0.9686789512634277
584,23.32,1,157.6320037841797,-7.1623611450196565,0.0,0.4104165302213605,5,False,0.7479976415634155,0.9777098894119263
585,23.36,1,158.10545349121094,3.4542465209957984,0.0,0.6563343661001557,5,False,0.7540032863616943,0.985561728477478
586,23.4,1,160.5306854248047,15.906562805175778,0.0,0.620892430228789,5,False,0.7479990124702454,0.971574068069458
587,23.44,1,159.86712646484375,19.090881347656232,0.0,0.762449193199705,5,False,0.7370848655700684,0.9643132090568542
588,23.48,1,161.25611877441406,22.524757385253643,7.159061294928048,0.8357823380216772,5,False,0.7475772500038147,0.9741439819335938
589,23.52,1,162.05511474609375,21.561889648437006,7.515812268236932,0.8236385898480114,5,False,0.748877763748169,0.9651650786399841
590,23.56,1,162.7060546875,16.3468170166016,9.953378356303736,0.8233753802710664,5,False,0.7589704394340515,0.9800698161125183
591,23.6,1,163.26422119140625,20.610313415527095,7.921481731006024,0.9630469846091279,5,False,0.7665590047836304,0.9822060465812683
592,23.64,1,163.27622985839844,13.123321533202915,12.441684785768468,0.9266940359194757,5,False,0.7631695866584778,0.9725425243377686
593,23.68,1,163.88211059570312,10.56041717529292,15.518526197915797,0.9407723209680797,5,False,0.761036217212677,0.9726132154464722
594,23.72,1,164.5846405029297,10.937652587890453,15.047528633808358,0.9340013296084332,5,False,0.7561668157577515,0.9934473037719727
595,23.76,1,165.69691467285156,15.434494018554462,10.735493789019598,0.9072421322287483,5,False,0.737346351146698,0.9764947891235352
596,23.8,1,166.0773162841797,18.542442321777425,8.956604173395643,0.9823223741720502,5,False,0.7406280636787415,0.9871063232421875
597,23.84,1,165.41513061523438,11.396789550781312,0.0,0.6587518312319356,5,False,0.7580234408378601,0.9810488224029541
598,23.88,1,165.06820678710938,1.7133712768550569,0.0,0.03566288299981857,5,False,0.7420757412910461,0.9796859622001648
599,23.92,1,165.038330078125,-5.8156967163087385,0.0,0.7023224982060738,5,False,0.719920814037323,0.9712681770324707
600,23.96,1,165.873291015625,-1.9621276855473195,0.0,0.07005681022105015,5,False,0.7251060009002686,0.9818045496940613
601,24.0,1,152.6754608154297,-61.6856384277345,0.0,0.4721568126339477,5,False,0.7018541693687439,0.9007489681243896
602,24.04,1,153.8180389404297,-87.15801239013665,0.0,0.6897732117163409,5,False,0.6999346613883972,0.9811102151870728
603,24.08,1,153.06658935546875,-89.99683380126947,0.0,0.7133690825362298,5,False,0.6983213424682617,0.9857985377311707
604,24.12,1,153.55770874023438,-60.6000900268555,0.0,0.46026356468140206,5,False,0.6954881548881531,0.9728095531463623
605,24.16,1,153.9694366455078,5.8190536499024335,0.0,0.4676646145936212,5,False,0.699180543422699,0.9918060302734375
606,24.2,1,153.7716064453125,2.024955749511663,0.0,0.13306034473623185,5,False,0.7003361582756042,0.9909845590591431
607,24.24,1,156.31922912597656,16.79794311523437,0.0,0.7048687162605065,5,False,0.6874815225601196,0.9725361466407776
608,24.28,1,153.49574279785156,5.564651489257781,0.0,0.08794252883638776,5,False,0.6894673109054565,0.9727940559387207
609,24.32,1,155.38375854492188,6.381950378417968,0.0,0.11096896262233347,5,False,0.6878640055656433,0.950249195098877
610,24.36,1,154.6451873779297,2.0292282104491983,0.0,0.012196468610458533,5,False,0.6882460713386536,0.9823506474494934
610,24.36,5,97.1792221069336,,0.0,,1,False,0.5521344542503357,0.0
611,24.4,1,154.64801025390625,-5.482482910156354,0.0,0.11059267736692668,5,False,0.6705088019371033,0.9758148789405823
611,24.4,5,99.69329071044922,,0.0,,2,False,0.5842006206512451,0.8254052400588989
612,24.44,1,150.10610961914062,-18.787536621093807,0.0,0.32133729353791585,5,False,0.6776633262634277,0.9596923589706421
612,24.44,5,98.52143859863281,,0.0,,3,False,0.5628635883331299,0.9471974968910217
613,24.48,1,150.2042236328125,-37.24536895751995,0.0,0.8131457891773703,5,False,0.6631568074226379,0.9863596558570862
613,24.48,5,95.91201782226562,,0.0,,4,False,0.5858435034751892,0.8717823028564453
614,24.52,1,148.63282775878906,-41.17126464843768,0.0,0.859996499351578,5,False,0.6662492752075195,0.9803204536437988
614,24.52,5,95.22442626953125,-19.227161407470547,0.0,0.43916332542593384,5,False,0.6098850965499878,0.9071812033653259
615,24.56,1,149.33157348632812,-30.26538848876954,0.0,0.6582651452056528,5,False,0.6703624129295349,0.986709713935852
615,24.56,5,93.09693908691406,-41.22428894042994,0.0,0.9768165525265464,5,False,0.6221783757209778,0.9232756495475769
616,24.6,1,165.71751403808594,75.87539672851555,0.0,0.43810744285665637,5,False,0.6768935322761536,0.8801985383033752
616,24.6,5,90.98155975341797,-44.737091064453196,0.0,0.9782996789672382,5,False,0.5985739827156067,0.8662034273147583
617,24.64,1,166.64723205566406,124.92675781249972,0.0,0.7342795885401912,5,False,0.657015860080719,0.9706422090530396
617,24.64,5,91.26136779785156,-33.86041641235353,0.0,0.9127333485661641,5,False,0.5546875596046448,0.908967137336731
618,24.68,1,151.61459350585938,58.19797515869136,0.0,0.16673819256646438,5,False,0.6622881293296814,0.8745383620262146
618,24.68,5,92.95652770996094,-15.928421020507777,0.0,0.3493876924964947,5,False,0.5962653160095215,0.9177396893501282
619,24.72,1,151.94906616210938,-22.16983795166042,0.0,0.02785008907717068,5,False,0.6598102450370789,0.987749457359314
619,24.72,5,93.49468231201172,6.926136016845634,0.0,0.14499695077994934,5,False,0.58187335729599,0.9163256883621216
620,24.76,1,154.55050659179688,-92.58045196533206,0.0,0.6133881001529241,5,False,0.6649860739707947,0.9690611958503723
620,24.76,5,94.73021697998047,24.326572418212706,3.894104576321582,0.9621825799621112,5,False,0.5547558665275574,0.9058547019958496
621,24.8,1,165.331787109375,0.7625579833982156,0.0,4.271491237928249e-05,5,False,0.6718272566795349,0.9134676456451416
621,24.8,5,90.75882720947266,1.9215202331542078,0.0,0.005552701965819806,5,False,0.6111219525337219,0.9016894698143005
622,24.84,1,164.82504272460938,99.5090484619138,1.6563824624219443,0.8381595702890805,5,False,0.6869047284126282,0.9913988709449768
622,24.84,5,87.85620880126953,-32.34123229980483,0.0,0.5710466632019425,5,False,0.6088371872901917,0.8556912541389465
623,24.88,1,165.09249877929688,91.40350341796815,0.0,0.7792320346487543,5,False,0.6843078136444092,0.9941620826721191
623,24.88,5,86.85722351074219,-50.372314453125114,0.0,0.8655781477780847,5,False,0.6104030013084412,0.9128595590591431
624,24.92,1,165.4141082763672,53.719787597656286,0.0,0.5109940692782461,5,False,0.7050690650939941,0.9821951389312744
624,24.92,5,84.55781555175781,-60.61601638793944,0.0,0.9551374263159526,5,False,0.5897366404533386,0.9166253209114075
625,24.96,1,164.2825164794922,-3.7736892700201135,0.0,0.2728982339071704,5,False,0.6929924488067627,0.9760631322860718
625,24.96,5,83.10822296142578,-46.49900436401388,0.0,0.9800350338601922,5,False,0.5423879027366638,0.9214941263198853
626,25.0,1,164.59725952148438,-3.1638717651367485,0.0,0.20983732310136183,5,False,0.7003833651542664,0.9689387083053589
626,25.0,5,83.06608581542969,-33.32311630249029,0.0,0.9310867530287223,5,False,0.5505696535110474,0.8786301612854004
627,25.04,1,164.70806884765625,-3.9642715454100936,0.0,0.32309534938662754,5,False,0.700668454170227,0.9720308780670166
627,25.04,5,81.91020202636719,-28.464431762695522,0.0,0.8965435432485576,5,False,0.5630882978439331,0.9028226733207703
628,25.08,1,165.91046142578125,3.5456466674803075,0.0,0.11421612895495292,5,False,0.6904750466346741,0.9765408635139465
628,25.08,5,81.0316390991211,-20.62593460083002,0.0,0.9515702201977719,5,False,0.5711731910705566,0.8502717018127441
629,25.12,1,163.57740783691406,-0.24253845214841654,0.0,0.0003274485854771747,5,False,0.7038629651069641,0.957133412361145
629,25.12,5,77.4857177734375,-33.1986427307129,0.0,0.8248171315670925,5,False,0.5265346765518188,0.911992073059082
630,25.16,1,163.8218536376953,-6.703681945800848,0.0,0.2145995205829222,5,False,0.7006790637969971,0.9904119968414307
630,25.16,5,77.15225982666016,-40.63034057617199,0.0,0.9280214790381033,5,False,0.5353421568870544,0.9474029541015625
631,25.2,1,164.77474975585938,-4.8881149291996575,0.0,0.11237058370755482,5,False,0.6864327192306519,0.9797195196151733
631,25.2,5,76.25370025634766,-37.98095703124985,0.0,0.9025103812389359,5,False,0.5143625736236572,0.903464138507843
632,25.24,1,165.96051025390625,3.243598937988193,0.0,0.03345526129371679,5,False,0.6817018985748291,0.966782808303833
632,25.24,5,76.50930786132812,-25.691699981689396,0.0,0.7062156047291817,5,False,0.5165086388587952,0.9257757067680359
633,25.28,1,166.1014404296875,17.966804504394215,9.244907205900937,0.942235508407804,5,False,0.6591657400131226,0.980532169342041
633,25.28,5,73.51338195800781,-21.46905899047859,0.0,0.7468174205250295,5,False,0.4825686514377594,0.8544129729270935
634,25.32,1,165.93946838378906,13.904800415038697,0.0,0.7838812029597055,5,False,0.6859989166259766,0.9783479571342468
634,25.32,5,74.35710144042969,-20.826587677002056,0.0,0.726447652228942,5,False,0.46079105138778687,0.9053442478179932
635,25.36,1,166.45523071289062,8.349800109863127,0.0,0.6946572029711758,5,False,0.6721373200416565,0.9870791435241699
635,25.36,5,73.90262603759766,-17.13588714599621,0.0,0.6154076524932994,5,False,0.45687246322631836,0.9669696688652039
636,25.4,1,166.02487182617188,1.206283569335585,0.0,0.1315402325949071,5,False,0.6694501042366028,0.9924275875091553
636,25.4,5,75.34981536865234,-4.824352264404495,0.0,0.06361503386349332,5,False,0.44185853004455566,0.8324407339096069
637,25.44,1,166.35256958007812,1.4691543579101172,0.0,0.17848791778018536,5,False,0.676152765750885,0.9702421426773071
637,25.44,5,71.06575012207031,-9.756374359130803,0.0,0.15005643535947522,5,False,0.4626041352748871,0.8219549655914307
638,25.48,1,165.9757843017578,-0.07507324218782728,0.0,0.0004016186182330683,5,False,0.6884258985519409,0.9841006398200989
638,25.48,5,71.00609588623047,-23.84721755981449,0.0,0.5758079082774986,5,False,0.46457037329673767,0.9060499668121338
639,25.52,1,166.26614379882812,-1.0681533813478434,0.0,0.10575094342923885,5,False,0.7036837935447693,0.987017035484314
639,25.52,5,69.22193908691406,-34.26273345947264,0.0,0.7710616236941159,5,False,0.453237920999527,0.8297094106674194
640,25.56,1,165.7217254638672,-1.7317962646486895,0.0,0.19155249785500128,5,False,0.7089353799819946,0.9517666101455688
640,25.56,5,68.00004577636719,-41.358375549316435,0.0,0.8811104312169014,5,False,0.416291207075119,0.9454481601715088
641,25.6,1,165.2083740234375,-6.3561248779299735,0.0,0.7563558154083443,5,False,0.7032111883163452,0.9761784672737122
642,25.64,1,165.8219757080078,-3.413467407226754,0.0,0.3082404256411694,5,False,0.7116268873214722,0.9778515696525574
643,25.68,1,165.54507446289062,-3.3547210693359975,0.0,0.2997282652105826,5,False,0.7388721108436584,0.9945150017738342
644,25.72,1,165.38758850097656,-0.8289337158203316,0.0,0.04474262375326754,5,False,0.7269760966300964,0.9915733933448792
644,25.72,5,67.140625,-14.807447668624306,0.0,0.8270072155317115,5,False,0.4130879342556,0.8383453488349915
645,25.76,1,166.73358154296875,6.540069580078014,0.0,0.4756669855812713,5,False,0.7257193326950073,0.9842802286148071
645,25.76,5,66.82725524902344,-12.352131322487216,0.0,0.8110060838355523,5,False,0.40483570098876953,0.8911778330802917
646,25.8,1,167.34426879882812,10.58273315429671,0.0,0.6353628373444029,5,False,0.7202238440513611,0.9887826442718506
647,25.84,1,164.79733276367188,1.1529922485350848,0.0,0.004871539244378886,5,False,0.7295414805412292,0.9764856100082397
648,25.88,1,167.70021057128906,6.722488403319913,0.0,0.11501552663376513,5,False,0.7156047224998474,0.9732264280319214
648,25.88,5,64.29379272460938,-11.733816661973874,0.0,0.910167235520784,5,False,0.43001848459243774,0.7166647911071777
649,25.92,1,165.4148712158203,-5.703697204590142,0.0,0.0835165845043222,5,False,0.7357138395309448,0.9540069103240967
649,25.92,5,64.2763671875,-11.44764967790747,0.0,0.9019392317350595,5,False,0.4431954622268677,0.8357580900192261
650,25.96,1,166.25489807128906,-3.9030075073241637,0.0,0.039992327099326874,5,False,0.7254095673561096,0.970818281173706
650,25.96,5,65.53704833984375,-10.47922675289324,0.0,0.6414693835155396,5,False,0.4774799048900604,0.9319542050361633
651,26.0,1,165.97457885742188,2.2729492187498166,0.0,0.017434961551090145,5,False,0.7268678545951843,0.979465901851654
651,26.0,5,65.48477935791016,-5.340223492316521,0.0,0.2158343728755504,5,False,0.44830405712127686,0.9559721946716309
652,26.04,1,167.103759765625,-1.5829849243167848,0.0,0.01208309878058389,5,False,0.7315627336502075,0.9852619171142578
652,26.04,5,67.04286193847656,16.766376495361104,3.9986494372845485,0.867536781259373,5,False,0.4524866044521332,0.9433350563049316
653,26.08,1,167.55438232421875,12.81970977783174,13.07006049496996,0.8817698103757309,5,False,0.7138418555259705,0.963345468044281
653,26.08,5,64.19131469726562,3.3392715454099777,0.0,0.03301047748236574,5,False,0.420040488243103,0.9278584122657776
654,26.12,1,165.4407958984375,-0.12100219726597716,0.0,7.999702324368307e-05,5,False,0.7278265357017517,0.9827458262443542
655,26.16,1,164.6464385986328,-10.79811096191403,0.0,0.3286679422258004,5,False,0.7161627411842346,0.9858179688453674
656,26.2,1,163.6383514404297,-24.596900939941627,0.0,0.8934826798208897,5,False,0.701110303401947,0.9631759524345398
657,26.24,1,162.74734497070312,-28.541297912597656,0.0,0.9595242313091069,5,False,0.6920502781867981,0.9679626822471619
658,26.28,1,160.6702423095703,-28.600502014160465,0.0,0.9589056260710233,5,False,0.6913111209869385,0.9716904759407043
659,26.32,1,159.993896484375,-30.68298339843763,0.0,0.974102558580189,5,False,0.7161611914634705,0.9846713542938232
660,26.36,1,159.8654022216797,-25.74836730957044,0.0,0.9075072422777171,5,False,0.7050840854644775,0.9778935313224792
661,26.4,1,160.55445861816406,-12.976531982421863,0.0,0.5001508495847685,5,False,0.7028659582138062,0.9559098482131958
662,26.44,1,168.5075225830078,40.587806701660064,0.0,0.4813943392021054,5,False,0.6945638656616211,0.941487729549408
663,26.48,1,167.62716674804688,59.771652221679616,0.0,0.7510797446321158,5,False,0.7132688760757446,0.9898738265037537
664,26.52,1,167.2252197265625,54.480857849120895,0.0,0.6785783792864234,5,False,0.7073281407356262,0.9851419925689697
665,26.56,1,166.4834747314453,26.43932342529289,0.0,0.27758516596083227,5,False,0.7066017389297485,0.9753779172897339
666,26.6,1,160.96592712402344,-40.56720733642611,0.0,0.7338442744762342,5,False,0.6918418407440186,0.9629075527191162
667,26.64,1,160.18177795410156,-52.87517547607424,0.0,0.855685990360497,5,False,0.6987274289131165,0.9776678681373596
668,26.68,1,161.23182678222656,-45.72120666503914,0.0,0.7439828154957356,5,False,0.7134684324264526,0.9877619743347168
669,26.72,1,161.65823364257812,-23.461456298828214,0.0,0.35046837521242713,5,False,0.7009068131446838,0.9717144966125488
670,26.76,1,164.6951904296875,22.33745574951152,0.0,0.663893719261841,5,False,0.6951090097427368,0.9782391786575317
671,26.8,1,167.06788635253906,43.08895111083942,3.8772790250285674,0.9201319631250913,5,False,0.6791103482246399,0.9644376039505005
672,26.84,1,165.67176818847656,35.7238388061524,0.0,0.7909601194043743,5,False,0.7096812725067139,0.9838916659355164
673,26.88,1,165.46250915527344,21.462821960449,0.0,0.45603107952374256,5,False,0.6987365484237671,0.9664067625999451
674,26.92,1,165.20974731445312,-1.4406585693363092,0.0,0.010550821979268932,5,False,0.7038965225219727,0.9802225232124329
675,26.96,1,165.8242950439453,-7.373008728027651,0.0,0.41902794873844995,5,False,0.689706563949585,0.9776997566223145
676,27.0,1,165.02804565429688,-2.3141479492190293,0.0,0.2017882011452521,5,False,0.7000142931938171,0.963422954082489
677,27.04,1,166.59719848632812,5.219192504882302,0.0,0.28299817748695055,5,False,0.6878524422645569,0.9763652682304382
678,27.08,1,167.38279724121094,12.79750823974593,0.0,0.6773758304812185,5,False,0.7022485733032227,0.9775553345680237
679,27.12,1,167.1333770751953,12.432289123535144,0.0,0.6583963593191688,5,False,0.6986148953437805,0.9794941544532776
680,27.16,1,167.2368927001953,12.384681701659952,0.0,0.655240635602794,5,False,0.6875760555267334,0.9801720976829529
681,27.2,1,167.87718200683594,6.0351562500000355,0.0,0.6849562164180842,5,False,0.6769999861717224,0.9840027093887329
682,27.24,1,167.74053955078125,3.648223876953041,0.0,0.5141786359962037,5,False,0.6719293594360352,0.9535664319992065
683,27.28,1,167.81727600097656,4.678611755371075,0.0,0.7209507730307937,5,False,0.6850793957710266,0.985441267490387
684,27.32,1,166.2389373779297,-5.139541625976567,0.0,0.22351530999866243,5,False,0.6850616335868835,0.9816839694976807
685,27.36,1,170.3263702392578,8.491935729980561,0.0,0.13371073117651167,5,False,0.6669883728027344,0.9451824426651001
686,27.4,1,169.9671630859375,17.405853271484215,0.0,0.4175239811620728,5,False,0.7117279171943665,0.9902004599571228
687,27.44,1,170.59158325195312,23.192100524902255,0.0,0.6039530015366323,5,False,0.6998901963233948,0.9678415060043335
688,27.48,1,169.90846252441406,19.010658264159687,0.0,0.44998648586880896,5,False,0.6843026876449585,0.9737191200256348
689,27.52,1,167.20384216308594,-15.759391784668255,0.0,0.5310789991056186,5,False,0.7215266227722168,0.9386779069900513
690,27.56,1,160.90609741210938,-53.77468109130877,0.0,0.7142169353331383,5,False,0.733305811882019,0.9587902426719666
691,27.6,1,166.59384155273438,-42.49462127685551,0.0,0.49227235170295947,5,False,0.7124990224838257,0.9507188200950623
692,27.64,1,166.51608276367188,-18.486900329590114,0.0,0.12705767525416212,5,False,0.6968632340431213,0.939680814743042
693,27.68,1,170.23324584960938,29.171981811523082,0.0,0.29916140976531524,5,False,0.7060503363609314,0.9080489277839661
694,27.72,1,168.01837158203125,44.6598815917968,0.0,0.6713726448335882,5,False,0.6854633092880249,0.9013412594795227
695,27.76,1,166.8303985595703,4.938507080077865,0.0,0.03949144809764449,5,False,0.7112348675727844,0.9518226981163025
696,27.8,1,164.62686157226562,-17.95322418212906,0.0,0.301838861886767,5,False,0.6903931498527527,0.9264829158782959
697,27.84,1,168.14695739746094,-18.910217285156047,0.0,0.3398424661314391,5,False,0.7242199778556824,0.9315788149833679
698,27.88,1,166.27996826171875,-5.400619506836077,0.0,0.05628793324363068,5,False,0.695852518081665,0.9403835535049438
699,27.92,1,167.19131469726562,5.937347412109288,0.0,0.08306374616933987,5,False,0.6709978580474854,0.9760358333587646
700,27.96,1,163.86434936523438,-6.201667785644902,0.0,0.049029024898020745,5,False,0.6608794927597046,0.9663741588592529
701,28.0,1,164.97946166992188,-21.876525878906158,0.0,0.6563316459999402,5,False,0.677040696144104,0.9453812837600708
702,28.04,1,163.1845703125,-21.00662231445322,0.0,0.643253564486247,5,False,0.6728624105453491,0.9518526196479797
703,28.08,1,165.5977783203125,-9.667129516601845,0.0,0.15354137991298555,5,False,0.6830121874809265,0.9716402292251587
704,28.12,1,164.5996551513672,5.222320556640425,0.0,0.1224256373178999,5,False,0.6776594519615173,0.9773456454277039
705,28.16,1,166.7357177734375,12.318992614746104,0.0,0.35578698294064903,5,False,0.6812500953674316,0.955001950263977
706,28.2,1,163.89508056640625,6.397399902343728,0.0,0.0833957396942433,5,False,0.6782897114753723,0.9435767531394958
707,28.24,1,169.06251525878906,15.562248229980488,0.0,0.23525348874778051,5,False,0.6433166861534119,0.9449461102485657
708,28.28,1,167.64004516601562,21.01894378662086,0.0,0.38723524299165224,5,False,0.6741622090339661,0.9466798305511475
709,28.32,1,164.94290161132812,0.39833068847645997,0.0,0.00014827078402290805,5,False,0.7101904153823853,0.9130444526672363
710,28.36,1,165.84454345703125,-0.5517196655275695,0.0,0.0002822165204559024,5,False,0.7011200189590454,0.9636270403862
711,28.4,1,162.98646545410156,-34.869003295898366,0.0,0.8744603949328627,5,False,0.7159552574157715,0.9487894177436829
712,28.44,1,159.36424255371094,-46.27010345459013,0.0,0.8577045705868043,5,False,0.7104027271270752,0.9509971141815186
713,28.48,1,160.20855712890625,-39.872474670410185,0.0,0.7867765346521763,5,False,0.7201219797134399,0.9494426846504211
714,28.52,1,161.39207458496094,-29.207115173339865,0.0,0.5195350517973654,5,False,0.7131665349006653,0.9695171117782593
715,28.56,1,161.4113006591797,-2.8062438964845318,0.0,0.016700434813496146,5,False,0.7423906922340393,0.9531883001327515
716,28.6,1,162.1299591064453,16.8354415893553,9.630276595118046,0.9344553467828385,5,False,0.725163996219635,0.9890058040618896
717,28.64,1,161.52700805664062,8.436965942382502,0.0,0.5850289775632629,5,False,0.7428675293922424,0.9752718806266785
718,28.68,1,160.94454956054688,-1.948356628418212,0.0,0.08391365405654794,5,False,0.7464209198951721,0.990557849407196
719,28.72,1,161.59600830078125,-2.039985656738422,0.0,0.09237353963761297,5,False,0.7463802099227905,0.9671292304992676
720,28.76,1,161.69866943359375,-1.9839477539065284,0.0,0.08705710158619506,5,False,0.7461000084877014,0.9826498627662659
721,28.8,1,161.91702270507812,3.8353729248045254,0.0,0.4481938269334643,5,False,0.7359699010848999,0.9790346026420593
722,28.84,1,162.44375610351562,8.29856872558575,19.57491243070348,0.9339432720317103,5,False,0.7433258891105652,0.9781606793403625
723,28.88,1,160.08718872070312,-5.681381225586094,0.0,0.1667293977722093,5,False,0.7473049163818359,0.9689318537712097
724,28.92,1,160.8075714111328,-9.030075073242454,0.0,0.3706499421833517,5,False,0.7395187616348267,0.9908111095428467
725,28.96,1,161.6951446533203,-5.199851989746126,0.0,0.12297866536076973,5,False,0.7393568754196167,0.9777923226356506
726,29.0,1,159.6188201904297,-10.104789733886786,0.0,0.3070064041640612,5,False,0.7094358801841736,0.9067839980125427
727,29.04,1,162.1456756591797,7.320556640624764,0.0,0.1909536674666974,5,False,0.7220369577407837,0.9602832794189453
728,29.08,1,159.68026733398438,-4.510192871093985,0.0,0.061869031254855655,5,False,0.7298650741577148,0.9732657074928284
729,29.12,1,163.26129150390625,7.98435211181625,0.0,0.10033506521063495,5,False,0.7206908464431763,0.9690021276473999
730,29.16,1,160.6279296875,7.834587097167974,0.0,0.09636392398844074,5,False,0.7293602228164673,0.921614944934845
731,29.2,1,159.61941528320312,-10.262145996094022,0.0,0.16536060811738984,5,False,0.7525022625923157,0.9845775365829468
732,29.24,1,159.8544158935547,-8.233947753906515,0.0,0.11483593176920182,5,False,0.7467509508132935,0.9842901825904846
733,29.28,1,158.6776885986328,-24.8517990112306,0.0,0.815871819132131,5,False,0.7253351211547852,0.9441596865653992
734,29.32,1,152.53443908691406,-42.82176971435547,0.0,0.6830433432232277,5,False,0.7522850036621094,0.9185537099838257
735,29.36,1,152.48251342773438,-53.98445129394533,0.0,0.8109177129629683,5,False,0.769921600818634,0.9858068823814392
736,29.4,1,151.51185607910156,-57.20073699951192,0.0,0.8488323918045955,5,False,0.7577317953109741,0.9816252589225769
737,29.44,1,152.69476318359375,-32.47108459472696,0.0,0.5059216745930493,5,False,0.7550931572914124,0.990243673324585
738,29.48,1,152.5914306640625,0.8155822753903548,0.0,0.011439332818947046,5,False,0.7689744830131531,0.9786860346794128
739,29.52,1,153.1377410888672,5.975074768066307,0.0,0.3999035072457867,5,False,0.7709841728210449,0.9774943590164185
740,29.56,1,152.85287475585938,7.8125381469724156,0.0,0.6352558286030502,5,False,0.7771140336990356,0.9901130795478821
741,29.6,1,152.40509033203125,-0.7947540283201774,0.0,0.032902222252701896,5,False,0.7734915614128113,0.9776086807250977
742,29.64,1,152.52439880371094,-2.1667861938475577,0.0,0.21801788403663236,5,False,0.7827980518341064,0.9747260212898254
743,29.68,1,151.06991577148438,-11.160316467285453,0.0,0.786453060384654,5,False,0.786172091960907,0.9717331528663635
744,29.72,1,149.99136352539062,-17.645492553711247,0.0,0.8591212742284442,5,False,0.7953589558601379,0.9629575610160828
745,29.76,1,151.26516723632812,-12.03220367431671,0.0,0.5297288375328291,5,False,0.8061898946762085,0.9865820407867432
746,29.8,1,150.55174255371094,-9.375152587890554,0.0,0.3922874517397279,5,False,0.7893654704093933,0.947790265083313
747,29.84,1,148.48056030273438,-11.545829772949306,0.0,0.4274929737964831,5,False,0.7922278046607971,0.985901415348053
748,29.88,1,147.90103149414062,-17.413177490234684,0.0,0.6091642194069944,5,False,0.7855720520019531,0.9868934154510498
749,29.92,1,149.35467529296875,-16.179237365723164,0.0,0.5343228156701902,5,False,0.7872784733772278,0.9622933268547058
750,29.96,1,148.0862579345703,-10.142135620117594,0.0,0.34518732294824095,5,False,0.7901603579521179,0.9800438284873962
751,30.0,1,145.82977294921875,-12.790870666504121,0.0,0.3867177457666072,5,False,0.7921326756477356,0.9815900921821594
752,30.04,1,145.07420349121094,-22.946395874023313,0.0,0.6847058759590803,5,False,0.7899870872497559,0.9796651601791382
753,30.08,1,144.3595733642578,-32.505645751953196,0.0,0.9540264420205414,5,False,0.7819678783416748,0.9817873239517212
754,30.12,1,145.3812255859375,-17.200660705566346,0.0,0.5924382619180615,5,False,0.7923334240913391,0.9891527891159058
755,30.16,1,144.76658630371094,-4.548377990722665,0.0,0.2606028525695866,5,False,0.7795330882072449,0.9752740263938904
756,30.2,1,144.70462036132812,-0.8303833007811537,0.0,0.018362634922034715,5,False,0.7810103297233582,0.9692502021789551
757,30.24,1,143.55645751953125,-5.707092285156367,0.0,0.2919399885023368,5,False,0.7843537330627441,0.9718502759933472
758,30.28,1,143.36256408691406,-13.118629455566378,0.0,0.9279503398181009,5,False,0.7889570593833923,0.9640048146247864
759,30.32,1,141.5009002685547,-19.683570861816406,0.0,0.8801482941859925,5,False,0.7835543751716614,0.9566550850868225
760,30.36,1,140.73794555664062,-24.972267150878686,0.0,0.9546120145722857,5,False,0.7700802683830261,0.9653809070587158
761,30.4,1,141.55686950683594,-16.559486389160448,0.0,0.7059230475171843,5,False,0.7871417999267578,0.9743015170097351
762,30.44,1,140.7616424560547,-12.864685058593906,0.0,0.5803188793242312,5,False,0.7847949862480164,0.953643262386322
763,30.48,1,139.25144958496094,-11.18801116943379,0.0,0.5788060723367774,5,False,0.7763352990150452,0.9795616865158081
764,30.52,1,137.9388427734375,-19.759063720703363,0.0,0.7485572999151014,5,False,0.7617291808128357,0.9794700145721436
